Timestamp,Machine_ID,Temperature_C,Vibration_Hz,Power_Consumption_kW,Network_Latency_ms,Packet_Loss_%,Quality_Control_Defect_Rate_%,Production_Speed_units_per_hr,Predictive_Maintenance_Score,Error_Rate_%,Efficiency_Status,Active_mode,Idle_mode
2024-03-06 11:21:00,29,35.019488334014845,2.390079169110323,1.853699158876586,46.087598216906386,1.4598183996699703,0.0641927938392794,494.50288217389823,0.4598676357554899,11.411179784249851,0.0,0,1
2024-03-04 06:15:00,41,35.903485768104034,3.8953168669421983,8.195329651648068,21.926732629041247,2.695816195597191,1.1102813888411556,141.1324495703151,0.3521503043665969,13.466011402008174,0.0,1,0
2024-02-24 14:57:00,3,60.42379335617257,1.0794262188226462,3.079827519073932,14.165732515559398,2.3630006768567173,4.872513666797675,327.32332561659865,0.1798184063806194,7.040252405568731,0.0,1,0
2024-03-02 06:01:00,30,53.47340355949847,2.350691881834833,6.404227339109588,24.75408099746703,1.8614340211982645,2.626736408494862,192.7884680200665,0.7224166611729306,11.754335232931624,0.0,1,0
2024-01-30 09:09:00,39,87.21701588845893,1.9553659989425656,6.310787932496355,40.73838721940741,4.878532553595512,8.141755077666675,62.49982828950424,0.3582204827554011,3.9428110908628886,0.0,0,1
2024-01-26 20:36:00,41,88.01470504133025,4.749415813145036,9.846703729270917,47.288079439640384,4.494347445308971,9.140665615791487,331.3905939862852,0.039212139999236784,14.42980816355204,0.0,1,0
2024-02-09 20:07:00,14,63.09427481545607,2.3722174662454,8.926298044252901,32.66858249652478,3.2632729481202083,7.293609360687936,121.44721520490229,0.6592957135626755,7.609492842431424,0.0,0,1
2024-01-23 16:47:00,49,35.54749006340826,4.777955766324475,3.928009853444034,8.538354700917818,2.00847095415556,2.3915457874443757,186.05801023116393,0.5484620057675957,13.387560427199256,0.0,1,0
2024-01-01 06:11:00,33,43.76025231346228,2.5712287342354894,8.023548696427296,27.79920532242605,4.840939521071407,4.414245610965114,462.5392420255547,0.34871520099957476,6.178052140541077,0.0,1,0
2024-03-04 19:36:00,46,41.94046370660578,2.9408651282763616,7.517622016119635,49.69489455918229,0.0872549069283479,9.052998974760946,184.1012850255544,0.1873073874940011,8.935059513390678,0.0,0,0
2024-02-29 06:57:00,41,34.752899923784796,1.7352510053349215,7.502450003819935,26.594674298940973,0.4404033408279217,7.8717073268423965,294.01120061894716,0.9581500599906678,12.323353268233676,0.0,1,0
2024-02-07 18:28:00,49,57.688804300153166,0.4721491125032471,9.835226886405353,44.39605391942921,3.057344422425576,8.317047534363555,65.64188757754926,0.11554519595557489,6.8299857302509315,0.0,1,0
2024-03-07 17:43:00,10,35.70436381574556,3.136117162132245,4.66313377321033,24.91241816359125,3.7106573810673185,2.363400568694587,419.145970281246,0.2679669738215876,13.073745627283015,0.0,0,0
2024-01-21 02:37:00,22,55.15419888985263,2.7806292372890313,7.299745545696599,48.31845771983601,1.8619988463249104,7.699160797778472,112.13913790224413,0.5582421031980359,13.671738271348232,0.0,0,0
2024-02-25 14:06:00,2,67.14904766321678,0.2665946324381875,3.3880313675021836,39.093360045963216,2.633104633831324,7.729249514282461,404.7752217635333,0.2670561457697771,8.923044799185094,0.0,1,0
2024-03-06 19:30:00,20,58.35123968901137,4.281405839011375,3.0473842545975613,29.936498999171352,1.425181494290051,1.5863487074598392,153.32012014409332,0.5423817322278915,12.452228216829504,0.0,1,0
2024-02-05 01:59:00,41,69.52356306179246,1.5099757238032023,9.396934136281804,7.8050772459323925,2.292858211594637,9.429808042796061,146.4673553554494,0.5624002284765834,8.092377016160011,0.0,1,0
2024-02-27 06:31:00,35,69.81115394544165,3.869567406716236,2.181820900598451,36.4938645063638,3.4536551348860267,5.737566166197833,400.70540539113017,0.2913426011282617,11.581572859501952,0.0,1,0
2024-03-06 13:36:00,30,49.278984870626886,0.7287494518020475,1.511052590927096,37.955779433372655,2.3720840994052557,0.6809057770959159,302.77726253505034,0.7153072940856727,12.498024197248869,0.0,1,0
2024-01-28 06:35:00,34,81.71506402644253,4.312127121724403,5.507808772986228,43.75270532290894,4.117968168350346,4.135332868466279,220.48338300232626,0.7096128500553975,13.511285745594549,0.0,1,0
2024-02-02 02:36:00,5,33.74941685158534,3.7542877452350822,1.5697290368636305,31.708614446054437,4.527974140001619,9.478453510054495,53.39217946085272,0.21409874134042506,11.84659400838836,0.0,1,0
2024-01-10 00:35:00,16,73.05607562423737,1.2371727973020055,9.45192893581047,43.68768827361853,1.0204411376668872,0.7073507051581629,154.89663514536164,0.256894421399277,14.827933261487209,0.0,0,1
2024-02-06 06:07:00,14,58.10108608792696,2.998551233996583,5.769490442167285,49.59600910000828,1.7895289114702257,4.88124314734714,318.2121354596283,0.289409256847705,9.06518769284683,0.0,1,0
2024-02-05 02:21:00,18,89.30867839776174,0.700515331916271,4.780452430920683,15.391236500643048,3.847204124600591,7.864318785880201,137.77811512738822,0.8058698365417144,1.6168361979465806,0.0,1,0
2024-03-06 05:17:00,9,86.15062485775816,4.706552836342736,3.7934879606860705,27.06770109504228,3.2265818837757436,9.976536478250772,85.17390213903869,0.1619329437110018,1.6490411481694367,0.0,1,0
2024-02-01 18:44:00,26,85.2068312607133,4.093239463203946,7.22880975469443,49.87955447810453,0.6134873728511164,1.5639916047451496,306.19212344190805,0.38876989129570727,11.61031984886337,0.0,1,0
2024-01-31 22:25:00,16,37.24914729580988,1.5349760254605174,2.17054026378808,16.925309115935654,0.17181713668702914,9.706966128465043,424.5787890973265,0.03868911683709231,12.532894087860763,0.0,0,0
2024-01-10 23:29:00,32,42.77294782611257,2.233067781586071,7.060411890693798,32.096105868984424,1.352279711720401,3.7273585271111322,491.94138361994555,0.6906855879813626,13.478560580373744,0.0,1,0
2024-02-15 18:25:00,49,66.17036682717229,0.3592561223517054,9.053187293796784,29.4812829443282,1.179335667842224,8.435566205596293,383.0172833220985,0.9410205564871682,8.73145285481672,0.0,1,0
2024-01-03 18:03:00,45,75.09008668737383,3.8714810682355703,5.045435121864301,42.560596093139694,1.5875782781181913,2.97740359647904,378.1320839553588,0.31429099500357827,11.848499784882911,0.0,1,0
2024-01-12 00:15:00,39,72.10143802978766,1.0378723869961577,4.067871400923197,39.75609923216712,1.9508405193851408,0.7235821598251568,191.37342331244656,0.768947797260654,6.316543205659098,0.0,1,0
2024-02-27 07:34:00,46,42.23098416381438,2.758374656684349,3.983604469124187,2.9142465147602907,1.1531470907533392,0.2562037807808859,495.5155341922244,0.4266252877888765,13.847600446591322,0.0,0,1
2024-03-03 08:16:00,25,73.09668936875318,1.794477038738426,7.740474219814549,35.464006119245674,2.247557310170203,1.1191361398671409,64.186359107672,0.3421305069546221,11.961009048271938,0.0,0,1
2024-02-09 01:26:00,29,76.54842012715324,1.5470948651669045,6.184185842978575,35.74954002664995,0.15465796064437876,1.821086544994478,138.95878720178234,0.33308629795869316,13.843082630379715,0.0,0,1
2024-01-10 02:34:00,47,47.5873434445885,3.0818462492842023,4.082796570529589,10.121341212730826,0.5878280986791795,9.951692446833073,54.96868083026139,0.2442809891860943,4.648310747009355,0.0,1,0
2024-02-10 13:02:00,4,88.73750049452634,3.965441866093646,9.036631031750119,22.493036847540257,2.407912255794235,1.1413314293771981,162.6391994855078,0.6470670254798183,12.381183725397939,0.0,0,1
2024-03-09 20:02:00,49,65.14950078789309,1.3622987034901926,6.564273165307049,33.30833884078955,3.800089792855021,8.947708220022374,64.02133658942836,0.0986595838395073,11.19541671008124,0.0,1,0
2024-02-02 14:34:00,8,34.711442391596506,0.7601371871948994,6.046805858117118,4.969482207510801,0.6279228241265467,5.346049187320552,173.68385716048874,0.5736131447011138,4.735898510843344,0.0,1,0
2024-01-13 15:04:00,27,88.94630027582345,2.0820728290441486,3.2517945983866254,21.62750918681072,1.1726485871455505,8.19120827785079,90.9656420364987,0.046943249882431815,13.730751178239425,0.0,0,0
2024-03-07 19:21:00,13,42.62415572391966,1.6949019080171623,6.951785895857565,8.762395893317503,0.3106497332538777,4.227762410291797,156.25058611098922,0.3795477121659824,11.28778801304407,0.0,0,0
2024-02-18 17:18:00,43,89.53622001104154,1.6115518478541366,6.486191014046862,21.660239334395616,4.317969813604442,3.618118933936297,174.13953663941217,0.5412155576506188,10.770255737642689,0.0,0,0
2024-01-21 13:18:00,24,38.957262218539434,2.113201943804776,5.315730473884571,18.57014195747378,0.0783865440049103,8.376143860388702,266.94044367164884,0.44507167434587647,6.940043574126196,0.0,1,0
2024-01-28 04:02:00,33,83.28800779523408,4.680407686453205,7.27251357307821,19.782394369747244,1.184528792137881,1.548881743568854,104.16157521049988,0.388828738144704,9.8938495664267,0.0,1,0
2024-01-19 12:42:00,48,62.49790760497877,2.3588645851168906,2.185366923875532,10.947416077210338,1.9066457311358649,1.3429850583370184,341.8571910793024,0.585553058105159,12.971002529156907,0.0,1,0
2024-01-21 05:01:00,14,78.2187828029848,3.379327176789448,3.079004533897676,45.83098779758148,0.5326409103609064,1.6877159702644795,179.90729687472597,0.5260796136647192,7.6887120598618015,0.0,0,1
2024-03-02 15:42:00,47,66.47405865149264,4.284368121435542,8.07959292088376,18.896863917560378,0.7256322361889894,5.618238199805308,55.93605694713543,0.0748792115402722,8.291762497584553,0.0,1,0
